Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Session,GP,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
0 days 02:17:38.943000,ALO,14,-0.05334595361116005,52.0,2.0,,,0.46277051969506755,1.1775112364792184,-1.371198688491803,0 days 02:16:38.707000,0 days 02:17:20.668000,0 days 02:17:38.990000,284.0,302.0,268.0,300.0,False,HARD,29.0,False,Aston Martin,0 days 02:16:06.924000,2025-04-06 06:23:47.354,1,11.0,False,,False,True,R,Japanese Grand_Prix,-1.7139569087479691,1.419964015811553,1008.8,False,-2.0253954186405205,6,2.1
0 days 02:17:40.203000,TSU,22,-0.03412516639658825,52.0,2.0,,,0.49812279118730857,1.1832613131334861,-1.376353218956176,0 days 02:16:39.969000,0 days 02:17:21.974000,0 days 02:17:40.255000,,302.0,266.0,301.0,False,HARD,29.0,True,Red Bull Racing,0 days 02:16:08.062000,2025-04-06 06:23:48.492,1,12.0,False,,False,True,R,Japanese Grand_Prix,-1.7139569087479691,1.419964015811553,1008.8,False,-2.0253954186405205,6,2.1
0 days 02:17:42.843000,GAS,10,-0.08469789341197995,52.0,2.0,,,0.3986016907679742,1.2041706827853669,-1.3947083762195518,0 days 02:16:42.600000,0 days 02:17:24.765000,0 days 02:17:42.900000,281.0,301.0,269.0,300.0,True,HARD,28.0,True,Alpine,0 days 02:16:11.023000,2025-04-06 06:23:51.453,1,13.0,False,,False,True,R,Japanese Grand_Prix,-1.7139569087479691,1.419964015811553,1008.8,False,-2.0253954186405205,6,2.1
0 days 02:17:56.781000,SAI,55,-0.12991400759707797,52.0,2.0,,,0.45237279278558484,1.1662724502913324,-1.4170865816502436,0 days 02:16:57,0 days 02:17:38.875000,0 days 02:17:56.832000,287.0,302.0,268.0,301.0,False,SOFT,19.0,True,Williams,0 days 02:16:25.248000,2025-04-06 06:24:05.678,1,14.0,False,,False,True,R,Japanese Grand_Prix,-1.7139569087479691,1.4728604113749046,1008.8,False,-2.012182215849274,326,2.1
0 days 02:18:02.244000,DOO,7,0.09742694281789822,52.0,2.0,,,0.6445822016551641,1.2305687619708665,-1.378867624060748,0 days 02:17:01.662000,0 days 02:17:44.029000,0 days 02:18:02.290000,281.0,301.0,268.0,300.0,False,HARD,37.0,True,Alpine,0 days 02:16:29.268000,2025-04-06 06:24:09.698,1,15.0,False,,False,True,R,Japanese Grand_Prix,-1.7139569087479691,1.4728604113749046,1008.8,False,-2.012182215849274,326,2.1
0 days 02:18:03.043000,HUL,27,0.09333070947708844,52.0,2.0,,,0.5738776586706821,1.253569068587936,-1.374341694872518,0 days 02:17:02.240000,0 days 02:17:44.783000,0 days 02:18:03.080000,,303.0,274.0,303.0,False,HARD,30.0,True,Kick Sauber,0 days 02:16:30.093000,2025-04-06 06:24:10.523,1,16.0,False,,False,True,R,Japanese Grand_Prix,-1.7139569087479691,1.4728604113749046,1008.8,False,-2.012182215849274,326,2.1
0 days 02:18:03.381000,LAW,30,0.06922595174078024,52.0,2.0,,,0.6787461615006077,1.1912330103132658,-1.3779875822741476,0 days 02:17:03.102000,0 days 02:17:45.168000,0 days 02:18:03.436000,290.0,308.0,275.0,307.0,False,SOFT,19.0,True,Racing Bulls,0 days 02:16:30.584000,2025-04-06 06:24:11.014,1,17.0,False,,False,True,R,Japanese Grand_Prix,-1.7139569087479691,1.4728604113749046,1008.8,False,-2.012182215849274,326,2.1
0 days 02:18:04.222000,OCO,31,0.09112504537049888,52.0,2.0,,,0.636858175950978,1.2322676482550825,-1.38226207095192,0 days 02:17:03.608000,0 days 02:17:45.988000,0 days 02:18:04.222000,288.0,302.0,273.0,303.0,False,MEDIUM,20.0,True,Haas F1 Team,0 days 02:16:31.286000,2025-04-06 06:24:11.716,1,18.0,False,,False,True,R,Japanese Grand_Prix,-1.7139569087479691,1.4728604113749046,1008.8,False,-2.012182215849274,326,2.1
0 days 02:18:04.838000,BOR,5,0.10010524923304284,52.0,2.0,,,0.5979409695183429,1.2301767112898938,-1.3566151388852852,0 days 02:17:04.051000,0 days 02:17:46.415000,0 days 02:18:04.853000,285.0,306.0,274.0,305.0,False,MEDIUM,21.0,True,Kick Sauber,0 days 02:16:31.845000,2025-04-06 06:24:12.275,1,19.0,False,,False,True,R,Japanese Grand_Prix,-1.7139569087479691,1.4728604113749046,1008.8,False,-2.012182215849274,326,2.1
0 days 02:18:13.890000,VER,1,-0.12755079605430264,53.0,2.0,,,0.3819653277128016,1.1737214132298155,-1.3925711318806657,0 days 02:17:13.827000,0 days 02:17:55.759000,0 days 02:18:13.911000,,303.0,268.0,303.0,False,HARD,32.0,True,Red Bull Racing,0 days 02:16:42.342000,2025-04-06 06:24:22.772,1,1.0,False,,False,True,R,Japanese Grand_Prix,-1.7139569087479691,1.4728604113749046,1008.8,False,-2.012182215849274,326,2.1
0 days 02:18:15.313000,NOR,4,-0.14724422557742953,53.0,2.0,,,0.3139344859336152,1.1512438408540426,-1.3578723414375709,0 days 02:17:15.170000,0 days 02:17:56.930000,0 days 02:18:15.358000,287.0,306.0,260.0,304.0,False,HARD,32.0,True,McLaren,0 days 02:16:43.890000,2025-04-06 06:24:24.320,1,2.0,True,TRACK LIMITS AT TURN 17 LAP 53 ,False,True,R,Japanese Grand_Prix,-1.7139569087479691,1.4728604113749046,1008.8,False,-2.012182215849274,326,2.1
0 days 02:18:16.019000,PIA,81,-0.2077424410724753,53.0,2.0,,,0.34364227710356615,1.135953864296105,-1.4040116751064688,0 days 02:17:16.354000,0 days 02:17:57.997000,0 days 02:18:16.058000,292.0,306.0,271.0,304.0,True,HARD,33.0,True,McLaren,0 days 02:16:44.980000,2025-04-06 06:24:25.410,1,3.0,False,,False,True,R,Japanese Grand_Prix,-1.7139569087479691,1.4728604113749046,1008.8,False,-2.012182215849274,326,2.1
0 days 02:18:26.819000,STR,18,-0.04814688821705436,52.0,3.0,,,0.4794068827502401,1.1865284021415925,-1.3827649519728347,0 days 02:17:26.593000,0 days 02:18:08.623000,0 days 02:18:26.853000,285.0,302.0,268.0,301.0,True,MEDIUM,23.0,False,Aston Martin,0 days 02:16:54.767000,2025-04-06 06:24:35.197,1,20.0,False,,False,True,R,Japanese Grand_Prix,-1.7139569087479691,1.4728604113749046,1008.8,False,-2.012182215849274,326,2.1
0 days 02:18:29.987000,LEC,16,-0.09651395112585429,53.0,2.0,,,0.4369247413772107,1.1681020201358725,-1.3856565178430924,,0 days 02:18:11.824000,0 days 02:18:30.031000,290.0,304.0,270.0,303.0,False,HARD,32.0,True,Ferrari,0 days 02:16:58.242000,2025-04-06 06:24:38.672,1,4.0,False,,False,True,R,Japanese Grand_Prix,-1.7139569087479691,1.4728604113749046,1008.8,False,-2.012182215849274,326,2.1
0 days 02:18:31.252000,RUS,63,-0.1459838460879501,53.0,2.0,,,0.34928675742585624,1.1814317432889463,-1.4008686687257539,0 days 02:17:31.219000,0 days 02:18:13.210000,0 days 02:18:31.296000,,307.0,271.0,304.0,False,HARD,34.0,True,Mercedes,0 days 02:16:59.821000,2025-04-06 06:24:40.251,1,5.0,False,,False,True,R,Japanese Grand_Prix,-1.7139569087479691,1.4728604113749046,1008.8,False,-2.012182215849274,326,2.1
0 days 02:18:32.561000,ANT,12,-0.10423377549892104,53.0,2.0,,,0.43068610523152084,1.1563404997066888,-1.3778618620189194,0 days 02:17:32.499000,0 days 02:18:14.298000,0 days 02:18:32.567000,290.0,308.0,263.0,304.0,False,HARD,22.0,True,Mercedes,0 days 02:17:00.865000,2025-04-06 06:24:41.295,1,6.0,False,,False,True,R,Japanese Grand_Prix,-1.7139569087479691,1.4728604113749046,1008.8,False,-2.012182215849274,326,2.1
0 days 02:18:43.072000,HAM,44,-0.14724422557742953,53.0,2.0,,,0.4416779879644023,1.1496756381301516,-1.4104234081231275,0 days 02:17:43.369000,0 days 02:18:25.117000,0 days 02:18:43.127000,287.0,302.0,266.0,302.0,False,MEDIUM,23.0,True,Ferrari,0 days 02:17:11.649000,2025-04-06 06:24:52.079,1,7.0,False,,False,True,R,Japanese Grand_Prix,-1.7139569087479691,1.4728604113749046,1008.8,False,-2.012182215849274,326,2.1
0 days 02:18:51.024000,HAD,6,-0.13511307299118366,53.0,2.0,,,0.4354393518187124,1.1555563983447432,-1.4037602345960116,0 days 02:17:51.174000,0 days 02:18:32.967000,0 days 02:18:51.030000,289.0,302.0,268.0,301.0,False,HARD,28.0,True,Racing Bulls,0 days 02:17:19.524000,2025-04-06 06:24:59.954,1,8.0,False,,False,True,R,Japanese Grand_Prix,-1.7139569087479691,1.4728604113749046,1008.8,False,-2.012182215849274,326,2.1
0 days 02:18:54.257000,ALB,23,-0.18962448591119938,53.0,2.0,,,0.38374779518299873,1.1641815133261446,-1.4336816553404195,0 days 02:17:54.602000,0 days 02:18:36.461000,0 days 02:18:54.286000,,306.0,271.0,305.0,False,HARD,29.0,True,Williams,0 days 02:17:23.103000,2025-04-06 06:25:03.533,1,9.0,False,,False,True,R,Japanese Grand_Prix,-1.7139569087479691,1.4728604113749046,1008.8,False,-2.012182215849274,326,2.1
0 days 02:19:08.419000,BEA,87,0.030154187566898038,53.0,2.0,,,0.560212074732505,1.2028638471821245,-1.3701929264499744,0 days 02:18:07.952000,0 days 02:18:50.107000,0 days 02:19:08.437000,280.0,299.0,267.0,298.0,False,HARD,31.0,False,Haas F1 Team,0 days 02:17:35.870000,2025-04-06 06:25:16.300,1,10.0,False,,False,True,R,Japanese Grand_Prix,-1.7139569087479691,1.4728604113749046,1008.9,False,-2.0253954186405205,334,1.2
0 days 02:19:11.223000,ALO,14,-0.012226072766871834,53.0,2.0,,,0.4794068827502401,1.1903182253909954,-1.3577466211823426,0 days 02:18:10.782000,0 days 02:18:52.841000,0 days 02:19:11.270000,283.0,301.0,266.0,301.0,False,HARD,30.0,False,Aston Martin,0 days 02:17:38.943000,2025-04-06 06:25:19.373,1,11.0,False,,False,True,R,Japanese Grand_Prix,-1.7139569087479691,1.4728604113749046,1008.9,False,-2.0253954186405205,334,1.2
0 days 02:19:12.291000,TSU,22,-0.04247518051439585,53.0,2.0,,,0.5435757116773335,1.1756816666346792,-1.3949598167300095,0 days 02:18:12.263000,0 days 02:18:54.210000,0 days 02:19:12.343000,,301.0,268.0,302.0,False,HARD,30.0,True,Red Bull Racing,0 days 02:17:40.203000,2025-04-06 06:25:20.633,1,12.0,False,,False,True,R,Japanese Grand_Prix,-1.7139569087479691,1.4728604113749046,1008.9,False,-2.0253954186405205,334,1.2
0 days 02:19:16.012000,GAS,10,0.12783359800160576,53.0,2.0,,,0.40870233976575704,1.2016876951392061,-1.2269975557445938,0 days 02:18:14.454000,0 days 02:18:56.600000,0 days 02:19:16.069000,279.0,302.0,263.0,303.0,False,HARD,29.0,True,Alpine,0 days 02:17:42.843000,2025-04-06 06:25:23.273,1,13.0,True,TRACK LIMITS AT TURN 17 LAP 53 ,False,True,R,Japanese Grand_Prix,-1.7139569087479691,1.4728604113749046,1008.9,False,-2.0253954186405205,334,1.2
0 days 02:19:28.019000,SAI,55,-0.17639050127165765,53.0,2.0,,,0.404840326913664,1.1568632339479856,-1.425006957729646,0 days 02:18:28.373000,0 days 02:19:10.176000,0 days 02:19:28.070000,286.0,303.0,271.0,302.0,False,SOFT,20.0,True,Williams,0 days 02:17:56.781000,2025-04-06 06:25:37.211,1,14.0,False,,False,True,R,Japanese Grand_Prix,-1.7139569087479691,1.4728604113749046,1008.9,False,-2.0253954186405205,334,1.2
0 days 02:19:35.204000,DOO,7,0.09490618383893715,53.0,2.0,,,0.6653776554741295,1.233182433177352,-1.3921939711149798,0 days 02:18:34.708000,0 days 02:19:17.095000,0 days 02:19:35.250000,280.0,302.0,266.0,301.0,False,HARD,38.0,True,Alpine,0 days 02:18:02.244000,2025-04-06 06:25:42.674,1,15.0,False,,False,True,R,Japanese Grand_Prix,-1.7139569087479691,1.4728604113749046,1008.9,False,-2.0253954186405205,334,1.2
0 days 02:19:35.847000,HUL,27,0.07032878379407613,53.0,2.0,,,0.5379312313550424,1.2742170711191687,-1.3973485015793528,0 days 02:18:35.069000,0 days 02:19:17.770000,0 days 02:19:35.884000,,305.0,268.0,305.0,False,HARD,31.0,True,Kick Sauber,0 days 02:18:03.043000,2025-04-06 06:25:43.473,1,16.0,False,,False,True,R,Japanese Grand_Prix,-1.7139569087479691,1.4728604113749046,1008.9,False,-2.0253954186405205,334,1.2
0 days 02:19:36.624000,LAW,30,0.13949210827929656,53.0,2.0,,,0.6947883687323816,1.2158015196542256,-1.3523406502075122,0 days 02:18:35.953000,0 days 02:19:18.207000,0 days 02:19:36.679000,288.0,308.0,266.0,307.0,False,SOFT,20.0,True,Racing Bulls,0 days 02:18:03.381000,2025-04-06 06:25:43.811,1,17.0,False,,False,True,R,Japanese Grand_Prix,-1.7139569087479691,1.4728604113749046,1008.9,False,-2.0253954186405205,334,1.2
0 days 02:19:37.328000,OCO,31,0.11790810952194945,53.0,2.0,,,0.609229930162923,1.2542224863895577,-1.3703186467052026,0 days 02:18:36.451000,0 days 02:19:18.999000,0 days 02:19:37.328000,283.0,304.0,272.0,304.0,False,MEDIUM,21.0,True,Haas F1 Team,0 days 02:18:04.222000,2025-04-06 06:25:44.652,1,18.0,False,,False,True,R,Japanese Grand_Prix,-1.7139569087479691,1.4728604113749046,1008.9,False,-2.0253954186405205,334,1.2
0 days 02:19:37.787000,BOR,5,0.09317316204090266,53.0,2.0,,,0.5411990883837366,1.2544838535102054,-1.3615182288392005,0 days 02:18:36.853000,0 days 02:19:19.403000,0 days 02:19:37.802000,286.0,309.0,269.0,307.0,False,MEDIUM,22.0,True,Kick Sauber,0 days 02:18:04.838000,2025-04-06 06:25:45.268,1,19.0,False,,False,True,R,Japanese Grand_Prix,-1.7139569087479691,1.4728604113749046,1008.9,False,-2.0253954186405205,334,1.2
0 days 00:16:57.720000,IWA,37,1.6919645444464335,2.0,1.0,,,0.8816503751913696,1.5789711337953358,-0.5419478850039288,0 days 00:15:47.769000,0 days 00:16:32.802000,0 days 00:16:57.720000,230.0,250.0,272.0,286.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 00:15:14.623000,2025-04-11 11:32:08.543,1,,False,,False,True,FP1,Bahrain Grand_Prix,2.015258750700177,-1.2248557623560288,1001.2,False,1.7932201880296694,3,1.6
0 days 00:17:13.430000,HIR,50,0.9448746020570943,2.0,1.0,,,0.36354649718743304,1.2641544369742013,-0.6159971153335766,0 days 00:16:06.477000,0 days 00:16:49.101000,0 days 00:17:13.430000,232.0,257.0,276.0,308.0,True,MEDIUM,2.0,True,Haas F1 Team,0 days 00:15:35.075000,2025-04-11 11:32:28.995,1,,False,,False,True,FP1,Bahrain Grand_Prix,2.015258750700177,-1.2248557623560288,1001.2,False,1.7932201880296694,3,1.6
0 days 00:17:21.640000,BOR,5,1.1104569574875454,2.0,1.0,,,0.24828026744802462,1.371314956440092,-0.5381762773470705,0 days 00:16:13.248000,0 days 00:16:56.692000,0 days 00:17:21.640000,236.0,258.0,279.0,321.0,True,HARD,2.0,True,Kick Sauber,0 days 00:15:42.234000,2025-04-11 11:32:36.154,1,,False,,False,True,FP1,Bahrain Grand_Prix,2.015258750700177,-1.2248557623560288,1001.2,False,1.7932201880296694,3,1.6
0 days 00:17:32.986000,OCO,31,0.6650703553925061,2.0,1.0,,,0.1324198818852175,1.1647042475674414,-0.645792815822756,0 days 00:16:27.031000,0 days 00:17:08.894000,0 days 00:17:32.986000,232.0,258.0,280.0,306.0,True,MEDIUM,2.0,True,Haas F1 Team,0 days 00:15:56.407000,2025-04-11 11:32:50.327,1,,False,,False,True,FP1,Bahrain Grand_Prix,2.015258750700177,-1.2248557623560288,1001.2,False,1.7932201880296694,3,1.6
0 days 00:17:43.157000,LAW,30,0.9300651430557015,2.0,1.0,,,0.3264117582249949,1.2936889216074832,-0.6405125651031545,0 days 00:16:36.173000,0 days 00:17:19.023000,0 days 00:17:43.157000,234.0,263.0,283.0,320.0,True,HARD,2.0,True,Racing Bulls,0 days 00:16:04.896000,2025-04-11 11:32:58.816,1,,False,,False,True,FP1,Bahrain Grand_Prix,2.015258750700177,-1.2248557623560288,1001.2,False,1.7932201880296694,3,1.6
0 days 00:17:50.778000,DOO,7,1.1561457139811984,2.0,1.0,,,0.1425205308830014,1.46305481578772,-0.5452166116398725,0 days 00:16:41.740000,0 days 00:17:25.886000,0 days 00:17:50.778000,231.0,256.0,277.0,320.0,True,HARD,2.0,True,Alpine,0 days 00:16:11.082000,2025-04-11 11:33:05.002,1,,False,,False,True,FP1,Bahrain Grand_Prix,1.9970674548004295,-1.2248557623560288,1001.2,False,1.832859796403409,21,1.8
0 days 00:17:51.870000,HAM,44,0.6839760477347087,2.0,1.0,,,0.13479650517881434,1.1603916900767406,-0.6275633788146084,0 days 00:16:45.803000,0 days 00:17:27.633000,0 days 00:17:51.870000,233.0,267.0,285.0,321.0,True,HARD,2.0,True,Ferrari,0 days 00:16:15.171000,2025-04-11 11:33:09.091,1,,False,,False,True,FP1,Bahrain Grand_Prix,1.9970674548004295,-1.2248557623560288,1001.2,False,1.832859796403409,21,1.8
0 days 00:18:01.329000,VES,72,1.454698105551801,2.0,1.0,,,0.9758240732001127,1.441099977653245,-0.638501041019497,0 days 00:16:53.201000,0 days 00:17:37.179000,0 days 00:18:01.329000,233.0,254.0,286.0,323.0,True,HARD,2.0,True,Mercedes,0 days 00:16:19.738000,2025-04-11 11:33:13.658,1,,False,,False,True,FP1,Bahrain Grand_Prix,1.9970674548004295,-1.2248557623560288,1001.2,False,1.832859796403409,21,1.8
0 days 00:18:05.610000,BEG,38,1.195059930718897,2.0,1.0,,,0.46128513013657035,1.435349900998977,-0.6224088483502356,0 days 00:16:57.398000,0 days 00:17:41.332000,0 days 00:18:05.610000,237.0,252.0,281.0,302.0,True,HARD,2.0,True,Ferrari,0 days 00:16:25.667000,2025-04-11 11:33:19.587,1,,False,,False,True,FP1,Bahrain Grand_Prix,1.9970674548004295,-1.2248557623560288,1001.2,False,1.832859796403409,21,1.8
0 days 00:18:17.384000,TSU,22,0.8774442993699083,2.0,1.0,,,0.2833354610285668,1.2394552440729165,-0.61209978742149,0 days 00:17:10.589000,0 days 00:17:53.024000,0 days 00:18:17.384000,234.0,266.0,281.0,322.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 00:16:39.457000,2025-04-11 11:33:33.377,1,,False,,False,True,FP1,Bahrain Grand_Prix,1.9970674548004295,-1.2248557623560288,1001.2,False,1.832859796403409,21,1.8
0 days 00:18:23.689000,ANT,12,0.8969801814568494,2.0,1.0,,,0.005864691501228885,1.2953878078916983,-0.5328960266274694,0 days 00:17:15.836000,0 days 00:17:58.699000,0 days 00:18:23.689000,237.0,264.0,229.0,322.0,True,HARD,2.0,True,Mercedes,0 days 00:16:45.638000,2025-04-11 11:33:39.558,1,,False,,False,True,FP1,Bahrain Grand_Prix,1.9970674548004295,-1.2248557623560288,1001.2,False,1.832859796403409,21,1.8
0 days 00:18:31.154000,STR,18,1.0036397957541032,2.0,1.0,,,0.37424130200861455,1.3042742899937474,-0.6122255076767182,0 days 00:17:23.864000,0 days 00:18:06.795000,0 days 00:18:31.154000,228.0,256.0,281.0,304.0,True,HARD,2.0,True,Aston Martin,0 days 00:16:52.426000,2025-04-11 11:33:46.346,1,,False,,False,True,FP1,Bahrain Grand_Prix,1.9970674548004295,-1.2248557623560288,1001.2,False,1.832859796403409,21,1.8
0 days 00:18:39.237000,IWA,37,1.4430395952741102,3.0,1.0,,,0.7081568747588577,1.468151474640366,-0.5605544827777622,0 days 00:17:30.282000,0 days 00:18:14.467000,0 days 00:18:39.237000,232.0,259.0,276.0,295.0,True,MEDIUM,3.0,True,Red Bull Racing,0 days 00:16:57.720000,2025-04-11 11:33:51.640,1,,False,,False,True,FP1,Bahrain Grand_Prix,1.9970674548004295,-1.2248557623560288,1001.2,False,1.832859796403409,21,1.8
0 days 00:18:40.828000,DRU,34,1.1726881947806256,2.0,1.0,,,0.4758419478098459,1.3551101949598836,-0.5692291803885358,0 days 00:17:32.807000,0 days 00:18:16.127000,0 days 00:18:40.828000,235.0,259.0,282.0,310.0,True,HARD,2.0,True,Aston Martin,0 days 00:17:01.027000,2025-04-11 11:33:54.947,1,,False,,False,True,FP1,Bahrain Grand_Prix,1.9970674548004295,-1.2248557623560288,1001.2,False,1.832859796403409,21,1.8
0 days 00:18:44.577000,NOR,4,0.5224899256450697,2.0,1.0,,,0.004973457766130336,1.1308572054434587,-0.673074111207363,0 days 00:17:39.098000,0 days 00:18:20.702000,0 days 00:18:44.577000,238.0,262.0,285.0,319.0,True,MEDIUM,2.0,True,McLaren,0 days 00:17:08.903000,2025-04-11 11:34:02.823,1,,False,,False,True,FP1,Bahrain Grand_Prix,1.9970674548004295,-1.2248557623560288,1001.2,False,1.832859796403409,21,1.8
0 days 00:18:49.808000,ALB,23,0.5492729897965203,2.0,1.0,,,0.05131761199125275,1.1096864686709293,-0.6509473462871288,0 days 00:17:44.315000,0 days 00:18:25.757000,0 days 00:18:49.808000,233.0,263.0,282.0,318.0,True,MEDIUM,2.0,True,Williams,0 days 00:17:13.964000,2025-04-11 11:34:07.884,1,,False,,False,True,FP1,Bahrain Grand_Prix,1.9970674548004295,-1.2777521579193805,1001.2,False,1.832859796403409,177,1.0
0 days 00:18:58.639000,PIA,81,0.6838185002985229,2.0,1.0,,,-0.03513206031330329,1.2041706827853669,-0.5978933985806577,0 days 00:17:52.001000,0 days 00:18:34.166000,0 days 00:18:58.639000,233.0,266.0,283.0,322.0,True,MEDIUM,2.0,True,McLaren,0 days 00:17:21.941000,2025-04-11 11:34:15.861,1,,False,,False,True,FP1,Bahrain Grand_Prix,1.9970674548004295,-1.2777521579193805,1001.2,False,1.832859796403409,177,1.0
0 days 00:19:13.087000,HAD,6,0.852866899325045,2.0,1.0,,,0.14014390758940456,1.2574895753976638,-0.5884643794385125,0 days 00:18:05.966000,0 days 00:18:48.539000,0 days 00:19:13.087000,232.0,262.0,280.0,320.0,True,HARD,2.0,True,Racing Bulls,0 days 00:17:35.316000,2025-04-11 11:34:29.236,1,,False,,False,True,FP1,Bahrain Grand_Prix,1.9970674548004295,-1.2777521579193805,1001.2,False,1.832859796403409,177,1.0
0 days 00:19:47.221000,BEG,38,1.457849054275503,3.0,1.0,,,0.9464133599418606,1.4171848861139058,-0.6005335239404581,0 days 00:18:38.974000,0 days 00:19:22.769000,0 days 00:19:47.221000,233.0,252.0,281.0,296.0,False,HARD,3.0,True,Ferrari,0 days 00:18:05.610000,2025-04-11 11:34:59.530,1,,False,,False,True,FP1,Bahrain Grand_Prix,1.9970674548004295,-1.2777521579193805,1001.2,False,1.832859796403409,346,1.3
0 days 00:20:07.957000,GAS,10,0.6685363989885773,3.0,1.0,,,0.07567800075061237,1.1773805529188943,-0.631209266216238,0 days 00:19:01.789000,0 days 00:19:43.749000,0 days 00:20:07.957000,236.0,265.0,280.0,,True,MEDIUM,3.0,True,Alpine,0 days 00:18:31.356000,2025-04-11 11:35:25.276,1,,False,,False,True,FP1,Bahrain Grand_Prix,1.9970674548004295,-1.2777521579193805,1001.2,False,1.832859796403409,346,1.3
0 days 00:20:45.199000,HUL,27,0.9612595354203357,3.0,1.0,,,0.2055010481632964,1.3684399181129574,-0.6363637966806104,0 days 00:19:37.610000,0 days 00:20:21.032000,0 days 00:20:45.199000,239.0,262.0,284.0,320.0,True,HARD,3.0,True,Kick Sauber,0 days 00:19:06.740000,2025-04-11 11:36:00.660,1,,False,,False,True,FP1,Bahrain Grand_Prix,1.9970674548004295,-1.2777521579193805,1001.2,False,1.832859796403409,346,1.3
0 days 00:21:04.749000,HIR,50,0.8084385223208714,4.0,1.0,,,0.18232897105073517,1.2582736767596094,-0.6425240891868124,0 days 00:19:58.052000,0 days 00:20:40.631000,0 days 00:21:04.749000,236.0,264.0,280.0,311.0,True,MEDIUM,4.0,True,Haas F1 Team,0 days 00:19:27.260000,2025-04-11 11:36:21.180,1,,False,,False,True,FP1,Bahrain Grand_Prix,2.015258750700177,-1.2777521579193805,1001.1,False,1.832859796403409,33,2.2
0 days 00:21:21.595000,BOR,5,0.859956533953371,4.0,1.0,,,0.1838143606092324,1.2961719092536437,-0.638501041019497,0 days 00:20:14.576000,0 days 00:20:57.445000,0 days 00:21:21.595000,237.0,263.0,286.0,320.0,True,HARD,4.0,True,Kick Sauber,0 days 00:19:43.779000,2025-04-11 11:36:37.699,1,,False,,False,True,FP1,Bahrain Grand_Prix,2.015258750700177,-1.2777521579193805,1001.1,False,1.832859796403409,33,2.2
0 days 00:21:26.437000,BEG,38,1.0805229446123905,4.0,1.0,,,0.3519604586311519,1.3817696412660323,-0.6159971153335766,0 days 00:20:18.584000,0 days 00:21:02.108000,0 days 00:21:26.437000,235.0,253.0,282.0,300.0,True,HARD,4.0,True,Ferrari,0 days 00:19:47.221000,2025-04-11 11:36:41.141,1,,False,,False,True,FP1,Bahrain Grand_Prix,2.015258750700177,-1.2777521579193805,1001.1,False,1.832859796403409,33,2.2
0 days 00:22:02.110000,DOO,7,0.8238781710670027,4.0,1.0,,,0.2257023461588621,1.2201140771449261,-0.6118483469110328,0 days 00:20:55.461000,0 days 00:21:37.748000,0 days 00:22:02.110000,235.0,264.0,280.0,318.0,True,HARD,4.0,True,Alpine,0 days 00:20:24.523000,2025-04-11 11:37:18.443,1,,False,,False,True,FP1,Bahrain Grand_Prix,1.9970674548004295,-1.2777521579193805,1001.1,False,1.8064333908209158,116,1.9
0 days 00:22:19.282000,VES,72,1.0937569292519322,4.0,1.0,,,0.3192818883442065,1.3626898414586905,-0.5732522285558511,0 days 00:21:11.235000,0 days 00:21:54.613000,0 days 00:22:19.282000,239.0,267.0,281.0,322.0,True,HARD,4.0,True,Mercedes,0 days 00:20:39.982000,2025-04-11 11:37:33.902,1,,False,,False,True,FP1,Bahrain Grand_Prix,1.9970674548004295,-1.2777521579193805,1001.1,False,1.8064333908209158,116,1.9
0 days 00:22:49.840000,STR,18,0.7625922183910303,4.0,1.0,,,0.10687118147906052,1.235012003021892,-0.6247975331995789,0 days 00:21:43.180000,0 days 00:22:25.581000,0 days 00:22:49.840000,240.0,255.0,283.0,323.0,True,HARD,4.0,True,Aston Martin,0 days 00:21:12.642000,2025-04-11 11:38:06.562,1,,False,,False,True,FP1,Bahrain Grand_Prix,2.015258750700177,-1.2777521579193805,1001.2,False,1.7403673768646843,11,1.5
0 days 00:22:58.680000,DRU,34,1.0907635279644183,4.0,1.0,,,0.37394422409691574,1.352757890874047,-0.5892187009698837,0 days 00:21:50.836000,0 days 00:22:34.138000,0 days 00:22:58.680000,228.0,257.0,279.0,318.0,True,HARD,4.0,True,Aston Martin,0 days 00:21:19.399000,2025-04-11 11:38:13.319,1,,False,,False,True,FP1,Bahrain Grand_Prix,2.015258750700177,-1.2777521579193805,1001.2,False,1.7403673768646843,11,1.5
0 days 00:22:59.249000,ALB,23,0.534778625667499,4.0,1.0,,,-0.011959983200741032,1.1354311300548081,-0.6605020856845024,0 days 00:21:53.635000,0 days 00:22:35.274000,0 days 00:22:59.249000,236.0,265.0,285.0,322.0,True,MEDIUM,4.0,True,Williams,0 days 00:21:23.497000,2025-04-11 11:38:17.417,1,,False,,False,True,FP1,Bahrain Grand_Prix,2.015258750700177,-1.2777521579193805,1001.2,False,1.7403673768646843,11,1.5
